Soil type,Crop,Latitude,Longitude,pH,P,K,S,OC,EC,Fertilizer Name,predictions_pH,predictions_P,predictions_K,predictions_S,predictions_OC
BlackSoil,Cotton,14.48,80.07,7.68,11.93,110,613.38,0.42,1.43,20-20,7.217842659,13.87070569,171.3047536,50.72348344,0.41265148
BlackSoil,Cotton,14.48,80.07,6.57,144.48,756,50.77,1.08,1.22,28-28,7.593682321,26.27324119,182.783375,36.9156104,0.64666364
BlackSoil,Cotton,14.48,80.07,7.88,8.46,124,275.65,1,1.31,14-35-14,8.505039509,46.38223948,418.4469468,245.3648625,1.206859957
BlackSoil,Cotton,14.48,80.07,7.45,20.43,189,679.5,1.15,2.2,10-26-26,7.281283699,30.23683873,242.3631303,87.66283526,0.510231799
BlackSoil,Cotton,14.48,80.07,7.55,22.11,150,11.83,0.41,0.15,Urea,7.499876241,43.63473938,293.2930214,113.6573426,0.742455437
BlackSoil,Cotton,14.49,80.08,7.86,7.02,276,102.35,0.88,0.96,10-26-26,7.474249564,14.41461445,159.0436301,46.78618845,0.47430491
BlackSoil,Cotton,14.49,80.08,8.57,3.62,174,101.52,0.32,0.33,DAP,7.568689754,29.02911472,213.1424146,82.86500454,0.51374068
BlackSoil,Cotton,14.55,80.16,7.61,16.16,129,251.03,0.86,1.22,14-35-14,7.577277958,15.57103859,150.7550682,26.97774747,0.439552804
BlackSoil,Cotton,14.55,80.17,8.4,12.48,131,119.99,0.41,1.12,10-26-26,7.340353409,27.23185757,226.5697765,81.22507915,0.533907025
BlackSoil,Cotton,14.55,80.17,8.48,27.85,206,149.47,0.75,0.68,Urea,7.468634039,16.26918644,173.3956884,40.4477151,0.458308953
BlackSoil,Cotton,14.54,80.16,6.28,36.63,122,135.29,0.85,0.53,14-35-14,7.50677147,25.54488696,247.8596651,89.28453744,0.55531847
BlackSoil,Cotton,14.5,80.16,8.88,34.88,167,27.66,0.61,0.68,28-28,7.301373192,24.14821968,214.3461515,93.39272429,0.57935829
BlackSoil,Cotton,14.52,80.17,7.78,26.74,106,24.89,0.45,0.38,10-26-26,7.444247613,19.18549414,243.7018155,82.77540558,0.506177806
BlackSoil,Cotton,14.51,80.17,7.95,41.78,196,153.38,0.91,1.16,Urea,7.3785003,14.0994424,178.8303074,53.41902753,0.469043517
BlackSoil,Cotton,14.51,80.17,7.81,31.84,105,34.18,0.49,0.46,DAP,7.434815915,28.20098551,277.3415825,113.9005163,0.60806045
BlackSoil,Cotton,14.51,80.16,8.3,16.18,89,56.41,0.62,0.43,20-20,7.367263976,15.01269035,193.6699846,61.78517118,0.488450799
BlackSoil,Cotton,14.51,80.17,8.33,9.57,78,86.75,0.36,0.64,Urea,7.28492588,17.47151902,201.4515741,60.36507431,0.428028607
BlackSoil,Cotton,14.52,80.16,5.92,8.27,68,148.45,0.42,0.52,DAP,7.36914107,12.96952414,158.1567032,30.37730977,0.411699685
BlackSoil,Cotton,14.51,80.16,7.88,13.26,89,323.26,0.47,1.18,14-35-14,7.347011192,14.7325262,101.9793273,24.40529267,0.470760592
BlackSoil,Cotton,14.52,80.17,8.5,33.22,127,39.17,0.43,0.51,28-28,7.433024027,20.35359454,180.3637555,42.43247563,0.527262094
BlackSoil,Cotton,14.51,80.16,8.13,19.46,77,97.68,0.55,0.65,Urea,7.436422361,14.79677411,206.8094264,61.48621933,0.492734955
BlackSoil,Cotton,14.5,80.17,7.8,47.51,165,60.11,0.67,0.52,17-17-17,7.303860496,16.66121995,194.8041699,55.77135109,0.45190797
BlackSoil,Cotton,14.51,80.17,8.54,55.92,564,61.69,0.74,0.64,20-20,7.435546518,20.76891252,244.1106376,95.33343419,0.579524111
BlackSoil,Cotton,14.51,80.17,8.21,28.49,191,80.91,0.47,0.52,Urea,8.207925645,34.63522864,287.2165178,131.9220872,0.787424848
BlackSoil,Cotton,14.51,80.17,8,28.32,88,62.26,0.32,0.43,28-28,7.5603713,18.38236791,199.3131769,62.73319151,0.52922685
BlackSoil,Cotton,14.5,80.17,8.26,30.23,103,103.5,0.48,0.75,14-35-14,7.406108388,11.9658262,171.7593024,43.11921484,0.475641417
BlackSoil,Cotton,14.51,80.17,8,29.89,156,61.23,0.58,0.55,DAP,7.39023517,16.31890998,206.0904593,61.12006589,0.500031979
BlackSoil,Cotton,14.5,80.17,7.6,18.2,82,16.53,0.42,0.26,17-17-17,7.442700985,18.87593632,209.6420805,71.39982481,0.513381038
BlackSoil,Cotton,14.5,80.17,7.75,64.85,224,82.9,0.78,0.57,Urea,7.334609913,12.59036555,155.8953163,40.97132794,0.429258003
BlackSoil,Cotton,14.5,80.17,8.07,49.89,440,372.43,0.51,1.41,28-28,7.52838046,25.12446923,286.3531142,123.8745582,0.675211323
BlackSoil,Cotton,14.44,79.68,8.21,13.68,98,5.32,0.41,0.13,DAP,8.153318133,33.10799334,251.4957898,97.6227617,0.833867869
BlackSoil,Vegetables,14.43,79.68,8.15,4.76,131,3.89,0.44,0.13,17-17-17,7.363897979,12.75412918,163.448021,39.16454336,0.406402615
BlackSoil,Vegetables,14.44,79.68,8.22,4.27,180,2.54,0.46,0.1,Urea,7.412722029,14.29772478,151.7832838,35.07130928,0.39334219
BlackSoil,Vegetables,14.43,79.68,8.21,5.31,124,5.25,0.49,0.14,28-28,7.501853192,16.1755423,155.5766366,39.11472219,0.413622274
BlackSoil,Vegetables,14.44,79.69,7.84,72.83,321,63.07,1.16,0.34,Urea,7.38048608,15.04371882,161.1894277,39.994878,0.391178278
RedSoil,Vegetables,14.44,79.68,8.12,5.26,248,9.56,0.46,0.22,DAP,7.573888115,34.7700762,352.0648638,170.668408,0.739469639
RedSoil,Vegetables,14.44,79.69,8.46,9.88,208,6.87,0.31,0.06,20-20,7.640134994,18.42882767,154.8067498,42.95382899,0.454347329
RedSoil,Vegetables,14.43,79.68,8.73,20.24,435,8.24,0.36,0.21,17-17-17,7.619387993,14.39859201,150.751009,33.03920574,0.442974704
RedSoil,Vegetables,14.43,79.69,8.45,8.67,147,9.18,0.34,0.21,DAP,8.058151777,22.4634345,181.3340104,59.28052075,0.58274942
RedSoil,Vegetables,14.43,79.68,8.16,7.23,116,4.82,0.38,0.12,Urea,7.486698457,13.10247957,152.8005603,31.61043594,0.410489807
RedSoil,Vegetables,14.44,79.69,8.18,5.27,112,3.04,0.49,0.11,20-20,7.40744944,12.74098261,147.8108632,31.2171468,0.394446305
RedSoil,Vegetables,14.43,79.68,8.7,4.37,127,4.28,0.36,0.18,28-28,7.355820841,14.6181422,160.1782815,39.24889632,0.384957151
RedSoil,Vegetables,14.43,79.69,8.67,9.02,325,6.53,0.55,0.21,14-35-14,7.435212647,12.78222177,155.3151266,29.50157108,0.38002616
RedSoil,Vegetables,14.43,79.68,8.4,7.63,223,8.63,0.37,0.21,Urea,7.760018225,22.5104666,187.8633883,60.53171527,0.492722836
RedSoil,Vegetables,14.43,79.69,8.21,14.83,318,18.79,0.57,0.42,DAP,7.625713366,16.00555583,153.8583211,36.89362652,0.444550406
BlackSoil,Vegetables,14.43,79.68,8.13,14.4,277,8.03,0.72,0.17,20-20,7.745894024,22.85706318,187.8665634,65.47169948,0.521824295
BlackSoil,Vegetables,14.43,79.68,8.2,14.57,340,10.34,0.69,0.2,28-28,7.603106871,24.11516021,204.8443614,76.30597388,0.497960456
BlackSoil,Cotton,14.43,79.68,7.25,77.91,659,192.07,0.91,0.81,DAP,7.740805984,25.58158502,203.0665148,77.12072444,0.528595515
BlackSoil,Vegetables,14.44,79.68,8.35,14.73,293,8.55,0.65,0.21,Urea,8.389325994,43.34504221,317.2894725,166.9200113,0.979812424
BlackSoil,Vegetables,14.43,79.68,8.32,11.94,205,5.11,0.57,0.12,14-35-14,7.66201752,23.36120726,201.8584303,71.95124268,0.50290527
BlackSoil,Vegetables,14.44,79.69,8.98,14.07,171,11.05,0.6,0.27,28-28,7.514721043,19.0610506,185.5347562,57.72376157,0.450298435
BlackSoil,Vegetables,14.44,79.69,8.37,8.39,309,7.85,0.71,0.17,Urea,7.438846808,18.78362788,211.3678725,63.38291943,0.43088116
BlackSoil,Vegetables,14.44,79.69,8.33,7.97,324,7.91,0.5,0.23,14-35-14,7.667235658,24.95850175,200.5754655,72.42567097,0.488967778
BlackSoil,Vegetables,14.43,79.68,8.88,2.71,60,4.11,0.3,0.2,DAP,7.777010761,21.53229779,170.1738382,53.62869997,0.495601915
BlackSoil,Vegetables,14.44,79.67,8.07,8.31,224,7.68,0.56,0.2,17-17-17,7.323822886,9.607868275,149.4289236,19.99483857,0.338668257
BlackSoil,Vegetables,14.44,79.69,8.68,7.91,224,13.5,0.51,0.21,DAP,7.555241505,19.48537523,171.7727732,53.41404583,0.453071492
BlackSoil,Vegetables,14.44,79.71,8.4,4.97,92,3.43,0.37,0.12,20-20,7.576118962,18.77536088,181.3367494,50.98538068,0.442599812
BlackSoil,Vegetables,14.44,79.69,8.32,3.25,99,6.11,0.34,0.1,14-35-14,7.361788469,11.81441017,149.3720154,28.03072081,0.370334096
BlackSoil,Vegetables,14.44,79.69,8.72,9.46,157,5.18,0.35,0.14,28-28,7.387149916,11.5224133,140.5408238,23.76156654,0.370517094
BlackSoil,Vegetables,14.43,79.68,9.11,5.29,201,80.3,0.27,0.51,Urea,7.501827962,13.55360058,162.5581812,34.8177292,0.411414104
BlackSoil,Vegetables,14.45,79.69,8.5,14.2,179,7.01,0.55,0.14,DAP,7.643647037,15.11156653,160.0960739,27.48944434,0.440079604
BlackSoil,Vegetables,14.45,79.7,8.82,11.32,163,6.78,0.71,0.19,14-35-14,7.472517174,17.94861516,191.3932989,57.43922544,0.442585106
BlackSoil,Vegetables,14.45,79.69,8.35,10.24,502,31.48,0.27,0.4,20-20,7.377962708,20.45595507,217.4267933,69.76841476,0.419238671
BlackSoil,Vegetables,14.45,79.69,8.34,15.53,197,8.34,0.58,0.19,28-28,8.228377016,23.32504231,144.2779281,43.72479706,0.597864446
BlackSoil,Vegetables,14.44,79.67,8.38,5.51,144,3.48,1.04,0.12,Urea,7.498075996,19.06933645,193.2813345,61.60908006,0.459194479
BlackSoil,Vegetables,14.44,79.67,8.7,4.19,143,4.78,0.37,0.17,14-35-14,7.209893581,25.83855251,241.0869588,91.56932632,0.39769048
BlackSoil,Vegetables,14.44,79.67,8.52,7.59,201,5.53,0.41,0.15,28-28,7.463307753,13.47639401,156.4251947,31.02506064,0.387363584
BlackSoil,Vegetables,14.45,79.69,8.8,15.54,162,5.82,0.51,0.18,20-20,7.565577436,16.01255679,162.3540109,39.8783078,0.430360353
BlackSoil,Cotton,14.44,79.67,7.92,6.52,189,6.28,0.46,0.15,Urea,7.454278099,16.69776118,196.1776455,55.42760643,0.432771218
RedSoil,Cotton,14.45,79.69,8.33,15.89,236,8.74,0.17,0.18,DAP,7.522292059,16.49124484,151.1310867,40.41057669,0.43244665
RedSoil,Vegetables,14.45,79.69,8.83,9.91,184,6.34,0.46,0.18,17-17-17,7.732473882,12.69883567,137.660504,26.74333476,0.479606719
RedSoil,Vegetables,14.44,79.69,8.98,5.33,185,8.07,0.33,0.27,28-28,7.514224371,16.47264976,181.3483451,46.94272787,0.424371344
RedSoil,Vegetables,14.44,79.69,8.38,9,219,19.03,0.53,0.34,Urea,7.563909144,14.15601794,160.6075068,31.64221571,0.40751687
RedSoil,Vegetables,14.43,79.68,8.47,6.99,191,4.94,0.37,0.15,20-20,7.561052076,19.06380485,177.8983943,52.33899992,0.451474524
RedSoil,Vegetables,14.45,79.69,8.88,7.97,149,6.52,0.26,0.17,17-17-17,7.560410112,14.94032298,154.5515167,35.01974977,0.424234429
RedSoil,Vegetables,14.43,79.68,8.46,2.1,137,2210.32,0.21,7.85,DAP,7.51990094,11.69051382,152.3871341,25.56686434,0.400126226
RedSoil,Vegetables,14.45,79.68,8.02,13.3,296,7.34,0.16,0.18,Urea,8.275464602,57.58690224,252.4770442,13.38100067,1.217688756
RedSoil,Vegetables,14.45,79.68,8.7,3.54,151,4.34,0.26,0.22,20-20,7.853771223,14.30590379,123.6644601,25.15597443,0.505291879
RedSoil,Vegetables,14.46,79.69,8.4,7.08,113,6.75,0.54,0.2,28-28,7.520693918,11.67918267,140.3695366,20.87607496,0.388911927
RedSoil,Vegetables,14.45,79.69,8.42,12.23,263,10.93,0.67,0.17,10-26-26,7.341009015,15.68755023,176.0774823,46.36532918,0.388762165
RedSoil,Vegetables,14.42,79.68,8.3,19.61,800,37.35,0.94,0.42,Urea,7.594144032,22.85877302,202.705335,70.27756602,0.479683194
RedSoil,Vegetables,14.43,79.68,8.25,30.11,670,135.72,0.71,0.9,DAP,8.572834647,45.13050764,249.4025316,127.3032788,0.776382162
RedSoil,Vegetables,14.44,79.68,8.98,7.63,164,8.28,0.35,0.26,20-20,8.44177748,38.92501152,238.8735211,109.5644725,0.786508582
BlackSoil,Vegetables,14.44,79.68,7.62,14.3,161,7.49,0.41,0.13,14-35-14,7.515826294,13.87688176,166.9670453,34.53038295,0.40506535
BlackSoil,Vegetables,14.44,79.67,8.33,2.32,151,5.07,0.34,0.11,10-26-26,7.490347286,14.67456004,148.4181453,40.44410007,0.450757799
BlackSoil,Vegetables,14.44,79.68,8.28,2.73,269,7.02,0.65,0.1,20-20,7.489748575,13.12100149,139.2907703,25.49846386,0.392022646
BlackSoil,Vegetables,14.44,79.68,8,3.28,144,3.88,0.17,0.09,28-28,7.607146431,22.57053503,180.9755749,59.48557674,0.452175678
BlackSoil,Vegetables,14.44,79.68,9.33,2.56,119,221.08,0.45,1.31,Urea,7.540808071,9.680272262,108.5164506,9.336075403,0.397509515
BlackSoil,Vegetables,14.43,79.68,8.63,10.02,95,6.42,0.46,0.16,28-28,7.459073928,18.94278103,194.5265479,38.12529032,0.440571678
BlackSoil,Vegetables,14.43,79.68,8.25,9.22,165,7.28,0.41,0.16,Urea,7.337220591,13.67285155,176.0579008,41.87372746,0.385403607
RedSoil,Vegetables,14.4,79.7,8.2,5.77,259,4.18,0.39,0.15,DAP,7.495445697,14.88866166,157.6379476,38.52000015,0.424030295
RedSoil,Vegetables,14.41,79.7,8.4,2.69,156,3.06,0.53,0.14,14-35-14,7.687151191,17.37174597,147.9346303,37.95475284,0.457838341
RedSoil,Vegetables,14.41,79.7,8.12,3.57,106,3.28,0.33,0.1,28-28,7.426698491,16.76236441,167.5923855,43.54292633,0.393607353
RedSoil,Vegetables,14.41,79.69,7.85,5.33,147,5.31,0.38,0.11,20-20,7.404089652,11.46469547,134.0479405,22.68807377,0.377616694
RedSoil,Vegetables,14.41,79.7,7.8,11.41,103,3.59,0.34,0.1,10-26-26,7.468260142,13.67062868,136.3742162,29.74486886,0.409099381
RedSoil,Vegetables,14.41,79.69,8,2.18,112,2.66,0.25,0.08,DAP,7.398714343,11.51532614,139.0163664,29.34635884,0.408260407
RedSoil,Vegetables,14.41,79.7,8.27,3.81,225,5.62,0.38,0.15,14-35-14,7.445579461,10.13895006,117.6296295,13.99087868,0.377904836
RedSoil,Vegetables,14.41,79.7,7.95,10.58,95,2.79,0.23,0.09,Urea,7.622737454,16.16906318,145.4837627,33.86797475,0.434116249
RedSoil,Vegetables,14.4,79.7,8.55,7.5,81,1.88,0.13,0.13,DAP,7.424040246,9.234508233,126.7577642,18.85237207,0.398538582
RedSoil,Vegetables,14.41,79.7,8.09,9.12,89,2.29,0.29,0.1,20-20,7.43233832,7.01682038,124.6203666,8.71831573,0.370029331
RedSoil,Vegetables,14.41,79.7,8.2,4.8,99,2.66,0.24,0.1,28-28,7.388230411,10.16887344,136.4452984,23.20788323,0.387993382
RedSoil,Vegetables,14.4,79.7,8.76,11.66,224,44.41,0.53,0.57,14-35-14,7.424966111,9.578779343,125.8556798,15.65865678,0.376587696
RedSoil,Vegetables,14.41,79.7,8.37,7.26,160,3.58,0.36,0.09,10-26-26,7.581254697,19.82048915,193.9428795,56.55563784,0.465271649
RedSoil,Vegetables,14.41,79.7,8.4,4.44,121,3.72,0.35,0.11,Urea,7.502219479,13.74564854,150.7991721,32.44027978,0.411469026
RedSoil,Vegetables,14.41,79.7,8.31,3.13,124,4.01,0.57,0.09,10-26-26,7.426934345,12.35340651,145.8262921,27.15830141,0.382723325
RedSoil,Vegetables,14.41,79.7,8.14,3.28,84,2.38,0.12,0.07,DAP,7.348331294,16.51344637,171.3362866,45.63113107,0.381611404
RedSoil,Vegetables,14.41,79.7,8.27,5.79,93,2.54,0.32,0.08,14-35-14,7.439981014,6.874597306,105.4356979,2.438032172,0.365290884
RedSoil,Vegetables,14.41,79.69,8.34,8.78,150,8,0.27,0.15,10-26-26,7.383000374,10.8811929,140.2347512,23.78742681,0.375621617
RedSoil,Vegetables,14.43,79.68,8.33,5.51,167,2.45,0.3,0.08,Urea,7.51903199,11.85796528,140.3475916,25.08639496,0.413906681
RedSoil,Vegetables,14.42,79.7,8.03,22.82,186,13.37,0.83,0.22,14-35-14,7.537692624,12.82239793,138.7008065,25.59255263,0.409364585
RedSoil,Vegetables,14.41,79.69,8.12,8.29,154,4.31,0.44,0.11,28-28,7.38652973,23.41771411,230.6747791,89.10920182,0.485742134
RedSoil,Vegetables,14.41,79.7,7.77,5.18,120,4.39,0.52,0.07,10-26-26,7.460570207,15.0185254,156.5413685,39.31593063,0.416911448
RedSoil,Vegetables,14.41,79.7,7.93,6.38,221,7.23,0.72,0.14,Urea,7.360709303,15.39055396,152.9981107,40.61830904,0.396670775
RedSoil,Vegetables,14.41,79.7,8.33,3.33,118,3.9,0.37,0.12,DAP,7.486999544,22.3241857,186.711485,65.39790913,0.447646791
RedSoil,Vegetables,14.43,79.69,8.03,2.46,109,4.03,0.35,0.08,20-20,7.412785953,12.62373925,144.9050624,27.51912394,0.378956967
RedSoil,Vegetables,14.41,79.7,8.83,2.99,152,4.23,0.45,0.19,Urea,7.402077533,11.93111968,132.6129069,23.26246972,0.377342972
RedSoil,Vegetables,14.41,79.69,8.58,5.53,135,8.02,0.42,0.19,DAP,7.449838053,15.24567626,168.9741352,38.1223995,0.385109946
RedSoil,Vegetables,14.42,79.69,8.3,10.95,209,8.62,0.64,0.17,14-35-14,7.430166966,14.20469344,162.2618428,35.8986937,0.391399262
RedSoil,Vegetables,14.41,79.69,8.27,14.15,192,10.7,0.73,0.16,28-28,7.49664043,20.55412139,193.1838056,63.25987192,0.450650579
RedSoil,Vegetables,14.41,79.69,7.89,20.08,276,11.72,0.67,0.18,Urea,7.430946005,21.73139494,209.7976699,73.37740999,0.454389696
RedSoil,Vegetables,14.42,79.69,8.34,4.58,181,6.95,0.46,0.16,17-17-17,7.624593354,23.20145376,200.6114211,75.97898979,0.522194539
RedSoil,Vegetables,14.42,79.69,8.27,3.16,139,6.31,0.23,0.14,20-20,7.50554112,16.31916492,159.6006683,39.93177311,0.414573789
RedSoil,Vegetables,14.42,79.68,8.21,4.17,92,3.47,0.34,0.11,Urea,7.508738653,10.72801536,124.0362788,15.49369214,0.390588075
RedSoil,Vegetables,14.42,79.69,8.87,2.14,113,6.75,0.37,0.21,28-28,7.372811539,11.23138592,138.8279474,23.81883009,0.37122863
RedSoil,Vegetables,14.42,79.69,8.05,0.99,79,2.39,0.23,0.07,14-35-14,7.403171355,12.60974599,157.9618093,28.35901516,0.363619415
RedSoil,Vegetables,14.42,79.69,8.12,3.88,91,4.32,0.23,0.12,DAP,7.386801714,8.742580741,114.3800897,9.674692672,0.356947019
RedSoil,Vegetables,14.43,79.7,8.22,2.53,137,4.66,0.5,0.11,17-17-17,7.412934079,9.168123526,120.9527435,13.19600936,0.37177842
RedSoil,Vegetables,14.42,79.69,8.43,3.22,94,5.06,0.27,0.12,Urea,7.400807193,15.62258277,158.4190247,39.02677969,0.38783366
RedSoil,Vegetables,14.42,79.68,8.33,2.04,118,3.92,0.32,0.11,28-28,7.403533287,10.06438659,133.890075,17.6036079,0.365552625
RedSoil,Vegetables,14.43,79.7,8.41,5.21,128,6.25,0.41,0.15,DAP,7.43116535,11.69829814,136.0549927,21.81542569,0.37468239
RedSoil,Vegetables,14.41,79.7,8.54,5.1,160,7.55,0.39,0.13,17-17-17,7.419265581,13.73819269,155.6436157,33.67265746,0.389440579
RedSoil,Vegetables,14.43,79.7,8.48,2.9,179,8.12,0.3,0.16,Urea,7.4909613,14.41167864,156.3714951,33.85655308,0.402640305
RedSoil,Vegetables,14.43,79.7,8.6,4.17,158,24.98,0.33,0.31,28-28,7.562102323,13.34008296,139.023802,24.39154975,0.405867449
RedSoil,Vegetables,14.42,79.71,8.03,1.62,110,7.64,0.35,0.16,Urea,7.515407063,13.62107776,149.3722424,27.72274099,0.404073087
RedSoil,Vegetables,14.44,79.68,8.32,1.11,96,5.25,0.32,0.13,DAP,7.404857128,12.03967538,131.5003477,22.54102657,0.376406551
RedSoil,Vegetables,14.44,79.71,8.14,1.98,106,6.16,0.34,0.16,20-20,7.387340252,11.04019654,134.3953799,19.84341052,0.361635224
RedSoil,Vegetables,14.44,79.71,8.45,0.66,62,4.8,0.22,0.12,17-17-17,7.400398811,11.71461394,133.6242114,22.21438317,0.373057848
RedSoil,Vegetables,14.44,79.71,8.35,1.89,109,4.71,0.29,0.11,DAP,7.357445183,8.139374079,123.5724291,9.246644661,0.341093128
RedSoil,Vegetables,14.44,79.71,8.4,2.98,122,5.76,0.25,0.13,Urea,7.42489685,10.88242196,132.3186031,18.60489238,0.369754869
RedSoil,Vegetables,14.43,79.7,8.6,2.83,87,11.99,0.33,0.18,20-20,7.466990583,10.57655488,130.0041504,16.82723494,0.379133924
BlackSoil,Vegetables,14.37,79.72,8.4,8.23,168,4.18,0.5,0.12,28-28,7.368895273,11.1314176,146.5116323,23.01244492,0.360332348
BlackSoil,Vegetables,14.37,79.71,8.42,11.07,233,5.29,0.41,0.16,14-35-14,7.465452847,16.604567,172.2807469,46.50047815,0.418230872
BlackSoil,Vegetables,14.37,79.72,8.46,6.63,189,6.36,0.5,0.17,Urea,7.63107766,16.98903617,165.0813525,44.23620165,0.459172747
BlackSoil,Vegetables,14.37,79.72,8.43,7.32,103,2.66,0.26,0.12,DAP,7.507115791,17.31425853,171.5300571,46.30439984,0.422795329
BlackSoil,Vegetables,14.37,79.71,8.4,7.85,212,6.26,0.41,0.21,20-20,7.426676148,10.10802693,138.8375669,20.90144154,0.382610022
BlackSoil,Vegetables,14.37,79.73,8.36,6.28,113,5.66,0.3,0.16,28-28,7.587860823,16.3528643,159.5244745,40.17245156,0.439057662
BlackSoil,Pulses,14.37,79.72,8.34,4.1,119,2.96,0.24,0.13,DAP,7.431778432,11.21402959,140.9184237,23.77206221,0.386437758
BlackSoil,Vegetables,14.37,79.72,8.35,7.04,100,3.25,0.34,0.1,Urea,7.464481807,10.22895464,128.5994009,16.5615076,0.381454847
BlackSoil,Vegetables,14.37,79.72,8.4,6.49,215,4.87,0.33,0.15,14-35-14,7.3902288,11.49670314,147.158471,27.40782345,0.381940254
BlackSoil,Pulses,14.36,79.73,8.36,6.24,108,5.13,0.34,0.13,28-28,7.623130915,14.93509169,146.3896596,31.83935835,0.435468734
BlackSoil,Vegetables,14.36,79.73,8.32,3.61,110,4.63,0.35,0.12,Urea,7.406359504,11.78764888,146.2820632,27.10659359,0.383683693
BlackSoil,Pulses,14.37,79.72,8.28,4.39,115,4.12,0.36,0.11,14-35-14,7.404906365,12.01841478,142.3858405,25.53520558,0.376476343
BlackSoil,Vegetables,14.36,79.71,8.25,5.47,188,10.33,0.58,0.21,DAP,7.411290631,12.34239302,143.8542177,27.23866924,0.382036977
BlackSoil,Vegetables,14.37,79.71,8.17,3.62,113,4.58,0.4,0.13,17-17-17,7.475336191,18.81829632,175.1078513,51.57769576,0.423871972
BlackSoil,Vegetables,14.36,79.73,8.31,4.12,130,6.3,0.37,0.14,DAP,7.391783471,13.01424986,145.1191531,29.6073434,0.380733642
BlackSoil,Vegetables,14.36,79.73,8.3,4.17,111,4.44,0.14,0.11,20-20,7.43792864,13.0459271,145.7402,28.75149646,0.388669969
BlackSoil,Vegetables,14.36,79.73,8.31,5.41,179,5.67,0.39,0.13,14-35-14,7.487275544,8.153843416,114.0584485,7.03129916,0.379119466
BlackSoil,Vegetables,14.36,79.72,8.32,3.48,98,4.57,0.32,0.13,28-28,7.528286174,14.92873598,150.461991,34.14543534,0.416433938
BlackSoil,Vegetables,14.37,79.72,8.58,3.9,217,6.6,0.45,0.18,Urea,7.392384941,11.08789902,138.0848768,22.11531065,0.370212965
BlackSoil,Vegetables,14.37,79.72,8.86,4.63,171,20.8,0.24,0.7,DAP,7.580495407,17.28342999,163.7079695,41.13643687,0.425146002
BlackSoil,Vegetables,14.4,79.67,8.15,20.4,502,8.99,0.56,0.27,14-35-14,7.574423371,12.30853298,144.6836497,21.69319469,0.405472074
BlackSoil,Vegetables,14.4,79.67,7.42,62.32,212,54.23,1.01,0.61,20-20,8.115494017,28.18295629,193.0578979,78.45646186,0.626789899
BlackSoil,Vegetables,14.4,79.67,7.9,11.81,280,6.08,0.59,0.13,28-28,7.405410624,28.34570292,303.0689603,140.4296374,0.656280213
BlackSoil,Vegetables,14.39,79.67,8.61,5.04,254,4.2,0.58,0.15,Urea,7.656588329,21.72517833,176.6319191,61.39716648,0.494355536
BlackSoil,Vegetables,14.39,79.67,8.48,8.61,146,3.25,0.39,0.12,14-35-14,7.604302803,20.79596747,183.9189584,55.8703717,0.445374111
RedSoil,Vegetables,14.39,79.67,8.3,20.28,270,18.32,0.61,0.25,28-28,7.463540633,13.87452129,160.0045375,36.14776052,0.407001451
RedSoil,Vegetables,14.39,79.66,8.55,5.6,245,13.21,0.48,0.22,20-20,7.637947674,22.10628565,204.3321251,72.09625266,0.514826583
RedSoil,Vegetables,14.39,79.67,7.91,4.39,79,2.55,0.16,0.07,Urea,7.627984694,18.8482033,170.038231,46.65996246,0.447406492
RedSoil,Vegetables,14.39,79.66,8.31,26.82,215,5.55,0.63,0.16,DAP,7.41543577,7.428896961,106.3608784,5.900329629,0.370898665
RedSoil,Vegetables,14.4,79.68,8.29,15.84,195,5.7,0.63,0.15,17-17-17,7.520041385,20.49145999,216.8844241,77.24673025,0.504886293
RedSoil,Vegetables,14.41,79.67,8.38,33.23,167,4.48,0.41,0.14,28-28,7.474271373,19.86884616,199.0707343,66.11429701,0.459185273
RedSoil,Vegetables,14.4,79.68,8.37,24.14,161,8.71,0.39,0.21,Urea,7.511632335,14.91030674,198.8066102,61.16476844,0.501220059
RedSoil,Vegetables,14.4,79.68,8.02,12.92,347,5.6,0.64,0.16,20-20,7.503802578,14.44232138,181.747644,50.68445575,0.469930091
RedSoil,Vegetables,14.38,79.67,7.23,3.17,123,3.34,0.21,0.08,17-17-17,7.771267113,24.7451981,188.4530311,70.70452323,0.528059878
RedSoil,Vegetables,14.38,79.67,8.2,7.17,182,3.5,0.43,0.12,DAP,7.48351052,9.640468245,92.71700679,8.718301863,0.40109978
RedSoil,Vegetables,14.38,79.67,8.21,12.64,273,4.58,0.62,0.17,Urea,7.51920526,15.69990595,155.5552301,39.07985984,0.424952866
RedSoil,Vegetables,14.38,79.67,7.96,9.95,167,2.69,0.36,0.08,20-20,7.631147282,22.07680987,190.4195226,65.77703478,0.487386113
RedSoil,Vegetables,14.38,79.67,7.94,60.27,286,9.15,0.72,0.24,28-28,7.517316012,13.88336111,143.7702816,33.5982822,0.431078008
RedSoil,Vegetables,14.38,79.67,8.2,4.85,141,4.13,0.58,0.1,10-26-26,7.646577538,24.391098,271.8847971,118.0548256,0.658542115
RedSoil,Vegetables,14.39,79.67,8.26,17.45,384,43.22,0.67,0.78,Urea,7.379327293,17.21419312,172.4062622,48.50301936,0.397642551
